-0.865086,-0.674578
-0.973625,-0.820654
-0.079172,1.486002
-1.262611,0.034438
1.484666,-0.182646
0.095885,-1.238707
-0.930857,-0.771772
1.328719,0.046096
-0.896660,-1.006208
1.276437,-1.029739
-1.003921,1.155712
1.736895,-0.214126
1.315885,0.057896
0.941706,0.931141
-0.860233,1.101839
1.466447,0.075288
-1.536781,0.334981
-0.873776,-1.126970
0.870754,1.084540
0.264980,1.482975
-0.127721,-1.364866
-1.091325,-1.025608
-0.893159,-0.730625
1.006586,-0.979112
0.039271,-1.374081
-1.014450,-0.852058
-0.932503,1.045366
1.124021,-0.976352
-0.106084,1.694309
0.095788,1.323428
0.150114,1.433178
0.227457,1.308721
-0.098945,1.261970
1.005083,0.919173
1.103663,-0.937512
1.585375,-0.135129
-0.026934,1.642545
0.964818,-0.923195
-1.140084,1.051915
1.077448,1.036278
-1.392358,0.115081
0.198320,1.281230
0.078685,-1.275268
0.015929,-1.424514
0.094856,-1.248403
-1.666046,-0.135019
0.891699,-0.947088
1.156407,-1.018682
1.342771,0.199299
-0.859914,-0.740163
-1.612452,0.107557
0.165483,1.299817
1.033007,-1.095372
0.890502,0.781226
-0.114678,-1.364220
1.568835,0.087525
-0.035696,1.575186
-0.659020,0.955905
-1.288677,-0.145763
-1.265074,0.048902
0.923371,1.086215
1.027835,-1.079115
0.131210,1.382581
-1.499514,-0.018018
0.912641,0.978279
0.968654,0.842682
1.119436,-1.010896
-0.037029,-1.429687
-1.575457,-0.169629
0.314837,1.308895
1.205464,-1.079033
1.580947,-0.090844
1.077002,-1.023436
-0.936749,0.880354
-0.014521,-1.141496
0.991315,0.935366
-1.341727,0.199510
-0.756360,0.885716
-1.389895,0.043440
-1.028276,-0.907984
-1.308025,0.080656
1.153628,-0.813920
-1.428685,-0.063423
-1.215642,-0.903730
1.430175,0.037175
1.084785,-0.813882
1.152022,-0.811492
1.012909,-0.998301
-0.948541,0.985159
1.443716,-0.056523
-1.226090,1.070446
0.859701,0.710982
-1.666326,0.246709
0.247775,-1.694317
-0.679721,0.739523
-0.274142,-1.325586
-1.062833,0.940466
0.165684,-1.254615
-1.470041,0.194159
0.999584,0.940968
1.021827,-1.025797
0.130766,1.346183
-1.525573,-0.033206
-1.588373,-0.266066
-0.022367,1.362271
0.993866,-1.096347
0.128694,1.291776
-0.707748,1.024514
-0.903913,1.145437
-0.128919,1.475375
-0.108617,-1.208765
0.194719,1.171432
-1.035521,-0.805968
0.988517,0.961431
1.282124,0.300178
1.174898,0.078937
0.313544,-1.437158
0.891227,-0.928512
0.741712,-0.795497
-1.008757,0.972778
0.735651,-1.108748
-1.499041,0.004154
