-0.268897,-1.222948
-0.626306,-1.320962
-0.459100,1.229125
-0.434180,1.263578
-0.966286,-0.119337
1.175516,-1.259189
-0.483912,0.961022
1.238851,0.707215
-0.352516,-1.170847
-0.488349,1.246805
1.599899,0.577509
-0.084751,-0.904940
-0.329073,1.332109
0.013923,-0.773977
0.539053,-0.227507
-0.373967,0.553688
-0.454960,0.947707
-0.751154,-1.430842
-1.413562,0.069068
-0.901866,-0.204962
1.075445,-1.150547
-1.251457,-1.438754
-0.006332,-0.816441
1.278564,0.713008
-1.730027,0.383106
-1.402174,0.083514
0.880964,-0.693285
0.856128,0.622930
0.964087,-1.553470
0.282342,1.970427
1.025683,-0.711535
-0.487805,-1.224263
1.000732,0.828305
-1.158318,-1.412604
-0.353702,1.154182
-1.023270,-0.003623
-1.763370,-1.251370
1.020757,0.714412
-1.187600,-0.021683
-0.413649,1.143267
-1.252316,0.187857
-1.392579,0.021118
1.576691,0.657991
-1.154972,-0.105633
-0.411579,0.787468
-0.347636,1.159986
0.998636,-1.626188
-0.335995,1.291456
-1.700974,0.479872
0.889293,-0.631388
0.634239,0.585345
-0.419400,-0.088318
1.096790,-1.165735
-0.469618,0.919060
1.113247,-1.182130
0.421259,0.604733
-1.513448,0.090850
-1.652808,0.408675
-0.683390,-1.341413
0.394528,2.005486
0.721291,2.042891
0.974487,-0.666780
-1.547554,0.226110
-0.425086,1.047918
-0.419839,0.761979
-0.376122,1.208220
-0.325916,1.418359
1.042380,-0.553697
-1.547076,0.305022
-0.653992,-0.103178
0.981749,-0.489737
0.817442,0.803474
-1.214925,-0.032835
-0.024516,-0.089476
0.982380,0.777473
0.631706,-0.363166
1.314511,0.588205
-0.457904,1.281182
0.512695,0.503972
1.164765,-1.116736
-0.438090,1.062223
1.387157,0.626899
0.985960,-0.712495
0.865987,0.735417
1.057652,-1.391347
0.925721,-0.670127
1.092838,-0.862125
1.011118,-0.577610
-0.707623,-1.425219
-0.497570,-1.281985
-0.271359,-1.037786
-1.099817,-0.067663
1.141545,-1.074213
-0.281866,1.156178
-0.301828,-1.106047
-0.380886,0.918063
1.060104,-1.284292
-0.137769,1.670296
-1.049074,-1.439266
-0.061900,1.591539
-0.046253,1.783848
0.793552,-0.458121
-0.337405,-1.037230
-0.539271,-1.373067
-0.975918,-0.101669
-0.049453,-0.922203
-1.091337,-0.061863
1.084578,-0.848362
0.581674,0.524274
-1.304471,-0.018960
-0.020883,1.756540
-0.027790,-0.778247
-1.409971,0.123465
-0.931696,-1.409502
-0.417764,1.195143
-0.411076,1.271300
0.836677,-0.391843
-0.148485,1.529071
-0.544933,-0.141681
-1.310885,-0.037572
-0.582723,-1.314828
0.670602,-0.304034
-0.398371,0.961918
-1.642463,0.280904
-0.493790,-1.177937
0.788030,-0.586578
-1.833978,0.929574
-1.399936,-1.436994
1.492983,0.657268
2.023162,0.313864
1.250971,0.872837
1.232543,0.781177
1.377908,0.718639
1.125141,-1.316863
-0.062045,-0.904525
-1.505942,-1.433192
-0.379670,-1.193655
-0.361681,1.084097
-0.340883,1.386690
-1.464381,0.262862
0.834511,0.616471
-0.284086,1.430673
-0.811085,-1.351139
1.026871,-0.802754
0.974644,0.650068
-1.168472,-0.060615
1.424921,0.657550
-1.046875,-1.488264
0.637251,0.547761
1.058471,-1.284141
1.065057,-1.400315
1.734253,0.501916
-0.316164,-1.051547
-0.021705,1.707896
-0.295362,1.474729
-1.030121,-0.075205
1.325127,0.721287
0.078340,1.844766
0.778506,0.755872
